DATE,TENOR,OFFER,BID
7/10/2023,9 - Month,22.77,23.27
7/10/2023,1 - Year,22.79,23.29
7/7/2023,1 - Week,21.72,22.22
7/7/2023,2 - Week,21.81,22.31
7/7/2023,1 - Month,22.08,22.58
7/7/2023,3 - Month,22.64,22.89
7/7/2023,6 - Month,22.72,22.97
7/7/2023,9 - Month,22.76,23.26
7/7/2023,1 - Year,22.78,23.28
7/6/2023,1 - Week,21.9,22.4
7/6/2023,2 - Week,21.98,22.48
7/6/2023,1 - Month,22.1,22.6
7/6/2023,3 - Month,22.67,22.92
7/6/2023,6 - Month,22.73,22.98
7/6/2023,9 - Month,22.75,23.25
7/6/2023,1 - Year,22.77,23.27
7/5/2023,1 - Week,21.87,22.37
7/5/2023,2 - Week,21.97,22.47
7/5/2023,1 - Month,22.06,22.56
7/5/2023,3 - Month,22.67,22.92
7/5/2023,6 - Month,22.72,22.97
7/5/2023,9 - Month,22.75,23.25
7/5/2023,1 - Year,22.77,23.27
7/4/2023,1 - Week,21.84,22.34
7/4/2023,2 - Week,21.93,22.43
7/4/2023,1 - Month,22.03,22.53
7/4/2023,3 - Month,22.65,22.9
7/4/2023,6 - Month,22.72,22.97
7/4/2023,9 - Month,22.75,23.25
7/4/2023,1 - Year,22.77,23.27
8/31/2023,1 - Week,21.65,22.15
8/31/2023,2 - Week,21.74,22.24
8/31/2023,1 - Month,21.96,22.46
8/31/2023,3 - Month,22.92,23.17
8/31/2023,6 - Month,22.96,23.21
8/31/2023,9 - Month,22.97,23.47
8/31/2023,1 - Year,22.99,23.49
8/30/2023,1 - Week,21.59,22.09
8/30/2023,2 - Week,21.67,22.17
8/30/2023,1 - Month,21.87,22.37
8/30/2023,3 - Month,22.84,23.09
8/30/2023,6 - Month,22.9,23.15
8/30/2023,9 - Month,22.91,23.41
8/30/2023,1 - Year,22.93,23.43
8/29/2023,1 - Week,21.57,22.07
8/29/2023,2 - Week,21.65,22.15
8/29/2023,1 - Month,21.86,22.36
8/29/2023,3 - Month,22.83,23.08
8/29/2023,6 - Month,22.91,23.16
8/29/2023,9 - Month,22.92,23.42
8/29/2023,1 - Year,22.94,23.44
8/28/2023,1 - Week,21.65,22.15
8/28/2023,2 - Week,21.7,22.2
8/28/2023,1 - Month,21.92,22.42
8/28/2023,3 - Month,22.72,22.97
8/28/2023,6 - Month,22.91,23.16
8/28/2023,9 - Month,22.93,23.43
8/28/2023,1 - Year,22.95,23.45
8/25/2023,1 - Week,21.58,22.08
8/25/2023,2 - Week,21.69,22.19
8/25/2023,1 - Month,21.93,22.43
8/25/2023,3 - Month,22.83,23.08
8/25/2023,6 - Month,22.91,23.16
8/25/2023,9 - Month,22.93,23.43
8/25/2023,1 - Year,22.94,23.44
8/24/2023,1 - Week,21.62,22.12
8/24/2023,2 - Week,21.69,22.19
8/24/2023,1 - Month,21.91,22.41
8/24/2023,3 - Month,22.84,23.09
8/24/2023,6 - Month,22.91,23.16
8/24/2023,9 - Month,22.93,23.43
8/24/2023,1 - Year,22.93,23.43
8/23/2023,1 - Week,21.49,21.99
8/23/2023,2 - Week,21.65,22.15
8/23/2023,1 - Month,21.91,22.41
8/23/2023,3 - Month,22.89,23.14
8/23/2023,6 - Month,22.92,23.17
8/23/2023,9 - Month,22.93,23.43
8/23/2023,1 - Year,22.94,23.44
8/22/2023,1 - Week,21.53,22.03
8/22/2023,2 - Week,21.66,22.16
8/22/2023,1 - Month,21.97,22.47
8/22/2023,3 - Month,22.89,23.14
8/22/2023,6 - Month,22.91,23.16
8/22/2023,9 - Month,22.93,23.43
8/22/2023,1 - Year,22.93,23.43
8/21/2023,1 - Week,21.63,22.13
8/21/2023,2 - Week,21.76,22.26
8/21/2023,1 - Month,22,22.5
8/21/2023,3 - Month,22.91,23.16
8/21/2023,6 - Month,22.93,23.18
8/21/2023,9 - Month,22.93,23.43
8/21/2023,1 - Year,22.94,23.44
8/18/2023,1 - Week,21.79,22.29
8/18/2023,2 - Week,21.86,22.36
8/18/2023,1 - Month,22.07,22.57
8/18/2023,3 - Month,22.85,23.1
8/18/2023,6 - Month,22.89,23.14
8/18/2023,9 - Month,22.91,23.41
8/18/2023,1 - Year,22.91,23.41
8/17/2023,1 - Week,21.82,22.32
8/17/2023,2 - Week,21.87,22.37
8/17/2023,1 - Month,22.01,22.51
8/17/2023,3 - Month,22.8,23.05
8/17/2023,6 - Month,22.86,23.11
8/17/2023,9 - Month,22.88,23.38
8/17/2023,1 - Year,22.9,23.4
8/16/2023,1 - Week,21.79,22.29
8/16/2023,2 - Week,21.84,22.34
8/16/2023,1 - Month,21.97,22.47
8/16/2023,3 - Month,22.77,23.02
8/16/2023,6 - Month,22.84,23.09
8/16/2023,9 - Month,22.88,23.38
8/16/2023,1 - Year,22.9,23.4
8/15/2023,1 - Week,21.65,22.15
8/15/2023,2 - Week,21.71,22.21
8/15/2023,1 - Month,21.88,22.38
8/15/2023,3 - Month,22.69,22.94
8/15/2023,6 - Month,22.8,23.05
8/15/2023,9 - Month,22.83,23.33
8/15/2023,1 - Year,22.86,23.36
8/11/2023,1 - Week,21.6,22.1
8/11/2023,2 - Week,21.7,22.2
8/11/2023,1 - Month,21.9,22.4
8/11/2023,3 - Month,22.69,22.94
8/11/2023,6 - Month,22.78,23.03
8/11/2023,9 - Month,22.82,23.32
8/11/2023,1 - Year,22.85,23.35
8/10/2023,1 - Week,21.68,22.18
8/10/2023,2 - Week,21.76,22.26
8/10/2023,1 - Month,21.91,22.41
8/10/2023,3 - Month,22.69,22.94
8/10/2023,6 - Month,22.79,23.04
8/10/2023,9 - Month,22.83,23.33
8/10/2023,1 - Year,22.86,23.36
8/9/2023,1 - Week,21.37,21.87
8/9/2023,2 - Week,21.55,22.05
8/9/2023,1 - Month,21.86,22.36
8/9/2023,3 - Month,22.55,22.8
8/9/2023,6 - Month,22.72,22.97
8/9/2023,9 - Month,22.74,23.24
8/9/2023,1 - Year,22.76,23.26
8/8/2023,1 - Week,21.35,21.85
8/8/2023,2 - Week,21.51,22.01
8/8/2023,1 - Month,21.78,22.28
8/8/2023,3 - Month,22.48,22.73
8/8/2023,6 - Month,22.69,22.94
8/8/2023,9 - Month,22.74,23.24
8/8/2023,1 - Year,22.77,23.27
8/7/2023,1 - Week,21.34,21.84
8/7/2023,2 - Week,21.53,22.03
8/7/2023,1 - Month,21.79,22.29
8/7/2023,3 - Month,22.42,22.67
8/7/2023,6 - Month,22.68,22.93
8/7/2023,9 - Month,22.73,23.23
8/7/2023,1 - Year,22.74,23.24
8/4/2023,1 - Week,21.33,21.83
8/4/2023,2 - Week,21.48,21.98
8/4/2023,1 - Month,21.73,22.23
8/4/2023,3 - Month,22.46,22.71
8/4/2023,6 - Month,22.69,22.94
8/4/2023,9 - Month,22.72,23.22
8/4/2023,1 - Year,22.74,23.24
8/3/2023,1 - Week,21.37,21.87
8/3/2023,2 - Week,21.53,22.03
8/3/2023,1 - Month,21.76,22.26
8/3/2023,3 - Month,22.5,22.75
8/3/2023,6 - Month,22.7,22.95
8/3/2023,9 - Month,22.74,23.24
8/3/2023,1 - Year,22.76,23.26
8/2/2023,1 - Week,21.43,21.93
8/2/2023,2 - Week,21.57,22.07
8/2/2023,1 - Month,21.81,22.31
8/2/2023,3 - Month,22.57,22.82
8/2/2023,6 - Month,22.76,23.01
8/2/2023,9 - Month,22.78,23.28
8/2/2023,1 - Year,22.79,23.29
8/1/2023,1 - Week,21.38,21.88
8/1/2023,2 - Week,21.53,22.03
8/1/2023,1 - Month,21.87,22.37
8/1/2023,3 - Month,22.56,22.81
8/1/2023,6 - Month,22.75,23
8/1/2023,9 - Month,22.79,23.29
8/1/2023,1 - Year,22.81,23.31
9/28/2023,1 - Week,21.64,22.14
9/28/2023,2 - Week,21.7,22.2
9/28/2023,1 - Month,21.8,22.3
9/28/2023,3 - Month,22.41,22.66
9/28/2023,6 - Month,22.7,22.95
9/28/2023,9 - Month,22.75,23.25
9/28/2023,1 - Year,22.79,23.29
9/27/2023,1 - Week,21.61,22.11
9/27/2023,2 - Week,21.66,22.16
9/27/2023,1 - Month,21.76,22.26
9/27/2023,3 - Month,22.4,22.65
9/27/2023,6 - Month,22.72,22.97
9/27/2023,9 - Month,22.77,23.27
9/27/2023,1 - Year,22.81,23.31
9/26/2023,1 - Week,21.53,22.03
9/26/2023,2 - Week,21.54,22.04
9/26/2023,1 - Month,21.65,22.15
9/26/2023,3 - Month,22.31,22.56
9/26/2023,6 - Month,22.67,22.92
9/26/2023,9 - Month,22.7,23.2
9/26/2023,1 - Year,22.72,23.22
9/25/2023,1 - Week,21.33,21.83
9/25/2023,2 - Week,21.46,21.96
9/25/2023,1 - Month,21.65,22.15
9/25/2023,3 - Month,22.35,22.6
9/25/2023,6 - Month,22.71,22.96
9/25/2023,9 - Month,22.74,23.24
9/25/2023,1 - Year,22.77,23.27
9/22/2023,1 - Week,21.2,21.7
9/22/2023,2 - Week,21.36,21.86
9/22/2023,1 - Month,21.59,22.09
9/22/2023,3 - Month,22.35,22.6
9/22/2023,6 - Month,22.69,22.94
9/22/2023,9 - Month,22.75,23.25
9/22/2023,1 - Year,22.77,23.27
9/21/2023,1 - Week,21.22,21.72
9/21/2023,2 - Week,21.47,21.97
9/21/2023,1 - Month,21.65,22.15
9/21/2023,3 - Month,22.38,22.63
9/21/2023,6 - Month,22.69,22.94
9/21/2023,9 - Month,22.73,23.23
9/21/2023,1 - Year,22.75,23.25
9/20/2023,1 - Week,21.31,21.81
9/20/2023,2 - Week,21.56,22.06
9/20/2023,1 - Month,21.81,22.31
9/20/2023,3 - Month,22.51,22.76
9/20/2023,6 - Month,22.83,23.08
9/20/2023,9 - Month,22.88,23.38
9/20/2023,1 - Year,22.9,23.4
9/19/2023,1 - Week,21.31,21.81
9/19/2023,2 - Week,21.54,22.04
9/19/2023,1 - Month,21.83,22.33
9/19/2023,3 - Month,22.53,22.78
9/19/2023,6 - Month,22.83,23.08
9/19/2023,9 - Month,22.88,23.38
9/19/2023,1 - Year,22.9,23.4
9/18/2023,1 - Week,21.29,21.79
9/18/2023,2 - Week,21.53,22.03
9/18/2023,1 - Month,21.84,22.34
9/18/2023,3 - Month,22.54,22.79
9/18/2023,6 - Month,22.84,23.09
9/18/2023,9 - Month,22.89,23.39
9/18/2023,1 - Year,22.9,23.4
9/15/2023,1 - Week,21.34,21.84
9/15/2023,2 - Week,21.59,22.09
9/15/2023,1 - Month,21.89,22.39
9/15/2023,3 - Month,22.55,22.8
9/15/2023,6 - Month,22.84,23.09
9/15/2023,9 - Month,22.93,23.43
9/15/2023,1 - Year,22.93,23.43
9/14/2023,1 - Week,22.11,22.61
9/14/2023,2 - Week,22.56,23.06
9/14/2023,1 - Month,22.89,23.39
9/14/2023,3 - Month,23.79,24.04
9/14/2023,6 - Month,24.43,24.68
9/14/2023,9 - Month,24.5,25
9/14/2023,1 - Year,24.54,25.04
9/13/2023,1 - Week,21.89,22.39
9/13/2023,2 - Week,22.35,22.85
9/13/2023,1 - Month,22.85,23.35
9/13/2023,3 - Month,23.78,24.03
9/13/2023,6 - Month,24.46,24.71
9/13/2023,9 - Month,24.51,25.01
9/13/2023,1 - Year,24.55,25.05
9/12/2023,1 - Week,21.7,22.2
9/12/2023,2 - Week,22.19,22.69
9/12/2023,1 - Month,22.82,23.32
9/12/2023,3 - Month,23.75,24
9/12/2023,6 - Month,24.44,24.69
9/12/2023,9 - Month,24.53,25.03
9/12/2023,1 - Year,24.56,25.06
9/11/2023,1 - Week,21.62,22.12
9/11/2023,2 - Week,22.11,22.61
9/11/2023,1 - Month,22.84,23.34
9/11/2023,3 - Month,23.69,23.94
9/11/2023,6 - Month,24.45,24.7
9/11/2023,9 - Month,24.55,25.05
9/11/2023,1 - Year,24.62,25.12
9/8/2023,1 - Week,21.45,21.95
9/8/2023,2 - Week,21.99,22.49
9/8/2023,1 - Month,22.79,23.29
9/8/2023,3 - Month,23.68,23.93
9/8/2023,6 - Month,24.42,24.67
9/8/2023,9 - Month,24.52,25.02
9/8/2023,1 - Year,24.61,25.11
9/7/2023,1 - Week,21.63,22.13
9/7/2023,2 - Week,22.02,22.52
9/7/2023,1 - Month,22.7,23.2
9/7/2023,3 - Month,23.74,23.99
9/7/2023,6 - Month,24.37,24.62
9/7/2023,9 - Month,24.55,25.05
9/7/2023,1 - Year,24.66,25.16
9/6/2023,1 - Week,21.44,21.94
9/6/2023,2 - Week,21.66,22.16
9/6/2023,1 - Month,22.22,22.72
9/6/2023,3 - Month,23.23,23.48
9/6/2023,6 - Month,23.35,23.6
9/6/2023,9 - Month,23.4,23.9
9/6/2023,1 - Year,23.43,23.93
9/5/2023,1 - Week,21.46,21.96
9/5/2023,2 - Week,21.68,22.18
9/5/2023,1 - Month,22.18,22.68
9/5/2023,3 - Month,23.18,23.43
9/5/2023,6 - Month,23.28,23.53
9/5/2023,9 - Month,23.31,23.81
9/5/2023,1 - Year,23.34,23.84
9/4/2023,1 - Week,21.5,22
9/4/2023,2 - Week,21.74,22.24
9/4/2023,1 - Month,22.22,22.72
9/4/2023,3 - Month,23.23,23.48
9/4/2023,6 - Month,23.33,23.58
9/4/2023,9 - Month,23.32,23.82
9/4/2023,1 - Year,23.39,23.89
9/1/2023,1 - Week,21.58,22.08
9/1/2023,2 - Week,21.74,22.24
9/1/2023,1 - Month,22.11,22.61
9/1/2023,3 - Month,23.08,23.33
9/1/2023,6 - Month,23.18,23.43
9/1/2023,9 - Month,23.17,23.67
9/1/2023,1 - Year,23.19,23.69
10/31/2023,1 - Week,21.62,22.12
10/31/2023,2 - Week,21.64,22.14
10/31/2023,1 - Month,21.66,22.16
10/31/2023,3 - Month,21.71,21.96
10/31/2023,6 - Month,21.75,22
10/31/2023,9 - Month,21.74,22.24
10/31/2023,1 - Year,21.76,22.26
10/30/2023,1 - Week,21.59,22.09
10/30/2023,2 - Week,21.62,22.12
10/30/2023,1 - Month,21.63,22.13
10/30/2023,3 - Month,21.62,21.87
10/30/2023,6 - Month,21.67,21.92
10/30/2023,9 - Month,21.69,22.19
10/30/2023,1 - Year,21.69,22.19
10/27/2023,1 - Week,21.59,22.09
10/27/2023,2 - Week,21.62,22.12
10/27/2023,1 - Month,21.63,22.13
10/27/2023,3 - Month,21.66,21.91
10/27/2023,6 - Month,21.72,21.97
10/27/2023,9 - Month,21.73,22.23
10/27/2023,1 - Year,21.74,22.24
10/26/2023,1 - Week,21.6,22.1
10/26/2023,2 - Week,21.63,22.13
10/26/2023,1 - Month,21.62,22.12
10/26/2023,3 - Month,21.68,21.93
10/26/2023,6 - Month,21.75,22
10/26/2023,9 - Month,21.74,22.24
10/26/2023,1 - Year,21.74,22.24
10/25/2023,1 - Week,21.59,22.09
10/25/2023,2 - Week,21.61,22.11
10/25/2023,1 - Month,21.6,22.1
10/25/2023,3 - Month,21.68,21.93
10/25/2023,6 - Month,21.77,22.02
10/25/2023,9 - Month,21.74,22.24
10/25/2023,1 - Year,21.74,22.24
10/24/2023,1 - Week,21.56,22.06
10/24/2023,2 - Week,21.59,22.09
10/24/2023,1 - Month,21.59,22.09
10/24/2023,3 - Month,21.68,21.93
10/24/2023,6 - Month,21.77,22.02
10/24/2023,9 - Month,21.75,22.25
10/24/2023,1 - Year,21.75,22.25
10/23/2023,1 - Week,21.56,22.06
10/23/2023,2 - Week,21.61,22.11
10/23/2023,1 - Month,21.62,22.12
10/23/2023,3 - Month,21.76,22.01
10/23/2023,6 - Month,21.82,22.07
10/23/2023,9 - Month,21.78,22.28
10/23/2023,1 - Year,21.77,22.27
10/20/2023,1 - Week,21.69,22.19
10/20/2023,2 - Week,21.71,22.21
10/20/2023,1 - Month,21.67,22.17
10/20/2023,3 - Month,21.78,22.03
10/20/2023,6 - Month,21.8,22.05
10/20/2023,9 - Month,21.81,22.31
10/20/2023,1 - Year,21.77,22.27
10/19/2023,1 - Week,21.64,22.14
10/19/2023,2 - Week,21.71,22.21
10/19/2023,1 - Month,21.69,22.19
10/19/2023,3 - Month,21.89,22.14
10/19/2023,6 - Month,21.93,22.18
10/19/2023,9 - Month,21.94,22.44
10/19/2023,1 - Year,21.84,22.34
10/18/2023,1 - Week,21.66,22.16
10/18/2023,2 - Week,21.73,22.23
10/18/2023,1 - Month,21.81,22.31
10/18/2023,3 - Month,22.14,22.39
10/18/2023,6 - Month,22.42,22.67
10/18/2023,9 - Month,22.43,22.93
10/18/2023,1 - Year,22.46,22.96
10/17/2023,1 - Week,21.63,22.13
10/17/2023,2 - Week,21.71,22.21
10/17/2023,1 - Month,21.84,22.34
10/17/2023,3 - Month,22.13,22.38
10/17/2023,6 - Month,22.48,22.73
10/17/2023,9 - Month,22.49,22.99
10/17/2023,1 - Year,22.52,23.02
10/16/2023,1 - Week,21.64,22.14
10/16/2023,2 - Week,21.71,22.21
10/16/2023,1 - Month,21.82,22.32
10/16/2023,3 - Month,22.15,22.4
10/16/2023,6 - Month,22.52,22.77
10/16/2023,9 - Month,22.51,23.01
10/16/2023,1 - Year,22.54,23.04
10/13/2023,1 - Week,21.76,22.26
10/13/2023,2 - Week,21.79,22.29
10/13/2023,1 - Month,21.88,22.38
10/13/2023,3 - Month,22.14,22.39
10/13/2023,6 - Month,22.47,22.72
10/13/2023,9 - Month,22.45,22.95
10/13/2023,1 - Year,22.47,22.97
10/12/2023,1 - Week,21.74,22.24
10/12/2023,2 - Week,21.78,22.28
10/12/2023,1 - Month,21.86,22.36
10/12/2023,3 - Month,22.09,22.34
10/12/2023,6 - Month,22.51,22.76
10/12/2023,9 - Month,22.46,22.96
10/12/2023,1 - Year,22.48,22.98
10/11/2023,1 - Week,21.72,22.22
10/11/2023,2 - Week,21.76,22.26
10/11/2023,1 - Month,21.84,22.34
10/11/2023,3 - Month,22.13,22.38
10/11/2023,6 - Month,22.51,22.76
10/11/2023,9 - Month,22.49,22.99
10/11/2023,1 - Year,22.51,23.01
10/10/2023,1 - Week,21.7,22.2
10/10/2023,2 - Week,21.75,22.25
10/10/2023,1 - Month,21.83,22.33
10/10/2023,3 - Month,22.1,22.35
10/10/2023,6 - Month,22.53,22.78
10/10/2023,9 - Month,22.5,23
10/10/2023,1 - Year,22.51,23.01
10/9/2023,1 - Week,21.68,22.18
10/9/2023,2 - Week,21.75,22.25
10/9/2023,1 - Month,21.84,22.34
10/9/2023,3 - Month,22.1,22.35
10/9/2023,6 - Month,22.55,22.8
10/9/2023,9 - Month,22.5,23
10/9/2023,1 - Year,22.52,23.02
10/6/2023,1 - Week,21.64,22.14
10/6/2023,2 - Week,21.69,22.19
10/6/2023,1 - Month,21.79,22.29
10/6/2023,3 - Month,22.09,22.34
10/6/2023,6 - Month,22.55,22.8
10/6/2023,9 - Month,22.51,23.01
10/6/2023,1 - Year,22.54,23.04
10/5/2023,1 - Week,21.55,22.05
10/5/2023,2 - Week,21.59,22.09
10/5/2023,1 - Month,21.68,22.18
10/5/2023,3 - Month,22.13,22.38
10/5/2023,6 - Month,22.65,22.9
10/5/2023,9 - Month,22.6,23.1
10/5/2023,1 - Year,22.66,23.16
10/4/2023,1 - Week,21.55,22.05
10/4/2023,2 - Week,21.65,22.15
10/4/2023,1 - Month,21.78,22.28
10/4/2023,3 - Month,22.35,22.6
10/4/2023,6 - Month,22.73,22.98
10/4/2023,9 - Month,22.71,23.21
10/4/2023,1 - Year,22.76,23.26
10/3/2023,1 - Week,21.55,22.05
10/3/2023,2 - Week,21.63,22.13
10/3/2023,1 - Month,21.78,22.28
10/3/2023,3 - Month,22.4,22.65
10/3/2023,6 - Month,22.71,22.96
10/3/2023,9 - Month,22.72,23.22
10/3/2023,1 - Year,22.76,23.26
10/2/2023,1 - Week,21.51,22.01
10/2/2023,2 - Week,21.59,22.09
10/2/2023,1 - Month,21.81,22.31
10/2/2023,3 - Month,22.39,22.64
10/2/2023,6 - Month,22.71,22.96
10/2/2023,9 - Month,22.74,23.24
10/2/2023,1 - Year,22.78,23.28
